date,source_id,source_type,source_name,sessions,users,pageviews,bounce_rate,avg_session_duration,conversions,form_fills,page_engagement,events,Coversion rate,Form fill rate,event conversion rate,Page engagement rate
27/05/2024,5,Paid,Google Ads,269,203,533,45.38%,184.706745,11,4,32,2,4.09%,1.49%,0.74%,6.00%
27/05/2024,6,Paid,LinkedIn Ads,153,147,201,31.23%,74.6282627,9,3,11,19,5.88%,1.96%,12.42%,5.47%
28/05/2024,1,Owned,Blog,152,144,187,61.50%,86.8236142,3,8,26,17,1.97%,5.26%,11.18%,13.90%
28/05/2024,2,Owned,Email,230,209,369,59.06%,269.369005,16,2,7,7,6.96%,0.87%,3.04%,1.90%
28/05/2024,3,Earned,Social Media,299,228,367,57.93%,157.06298,11,6,28,12,3.68%,2.01%,4.01%,7.63%
28/05/2024,4,Earned,Referrals,388,313,649,38.98%,170.872307,7,2,24,10,1.80%,0.52%,2.58%,3.70%
28/05/2024,5,Paid,Google Ads,272,235,413,58.64%,115.517229,12,5,44,19,4.41%,1.84%,6.99%,10.65%
28/05/2024,6,Paid,LinkedIn Ads,376,313,595,55.44%,190.040057,11,6,12,5,2.93%,1.60%,1.33%,2.02%
29/05/2024,1,Owned,Blog,353,317,511,43.07%,218.999635,7,3,10,4,1.98%,0.85%,1.13%,1.96%
29/05/2024,2,Owned,Email,58,57,95,39.63%,184.775146,1,2,23,19,1.72%,3.45%,32.76%,24.21%
29/05/2024,3,Earned,Social Media,422,371,679,61.29%,272.898767,5,8,42,14,1.18%,1.90%,3.32%,6.19%
29/05/2024,4,Earned,Referrals,398,279,642,64.61%,231.628804,5,8,10,7,1.26%,2.01%,1.76%,1.56%
29/05/2024,5,Paid,Google Ads,127,107,249,69.74%,295.652792,5,9,25,18,3.94%,7.09%,14.17%,10.04%
29/05/2024,6,Paid,LinkedIn Ads,340,243,549,49.28%,273.939121,16,6,38,7,4.71%,1.76%,2.06%,6.92%
30/05/2024,1,Owned,Blog,280,269,470,45.92%,75.3925525,6,6,18,19,2.14%,2.14%,6.79%,3.83%
30/05/2024,2,Owned,Email,378,269,583,47.01%,219.406185,12,6,18,6,3.17%,1.59%,1.59%,3.09%
30/05/2024,3,Earned,Social Media,317,303,565,45.89%,107.892343,13,7,21,1,4.10%,2.21%,0.32%,3.72%
30/05/2024,4,Earned,Referrals,107,96,202,64.77%,97.7750038,10,2,37,3,9.35%,1.87%,2.80%,18.32%
30/05/2024,5,Paid,Google Ads,440,336,630,33.74%,72.3487024,16,7,42,14,3.64%,1.59%,3.18%,6.67%
30/05/2024,6,Paid,LinkedIn Ads,491,406,867,54.53%,165.984838,15,5,31,15,3.05%,1.02%,3.05%,3.58%
31/05/2024,1,Owned,Blog,282,259,449,41.71%,113.745558,1,4,13,9,0.35%,1.42%,3.19%,2.90%
31/05/2024,2,Owned,Email,153,119,217,58.34%,86.1189797,6,7,34,5,3.92%,4.58%,3.27%,15.67%
31/05/2024,3,Earned,Social Media,320,232,465,58.27%,145.815041,12,4,18,16,3.75%,1.25%,5.00%,3.87%
31/05/2024,4,Earned,Referrals,482,357,590,36.50%,113.418605,7,8,6,12,1.45%,1.66%,2.49%,1.02%
31/05/2024,5,Paid,Google Ads,323,284,634,61.44%,166.741165,1,3,18,16,0.31%,0.93%,4.95%,2.84%
31/05/2024,6,Paid,LinkedIn Ads,150,143,280,39.25%,270.45788,12,5,9,18,8.00%,3.33%,12.00%,3.21%
01/06/2024,1,Owned,Blog,104,80,168,45.58%,287.986912,14,9,48,15,13.46%,8.65%,14.42%,28.57%
01/06/2024,2,Owned,Email,234,210,453,55.08%,259.054138,19,6,31,2,8.12%,2.56%,0.85%,6.84%
01/06/2024,3,Earned,Social Media,315,293,506,31.98%,63.1829377,18,8,38,7,5.71%,2.54%,2.22%,7.51%
01/06/2024,4,Earned,Referrals,285,202,556,65.39%,269.668129,16,9,42,19,5.61%,3.16%,6.67%,7.55%
01/06/2024,5,Paid,Google Ads,401,315,536,69.92%,106.123508,6,7,37,15,1.50%,1.75%,3.74%,6.90%
01/06/2024,6,Paid,LinkedIn Ads,319,312,572,51.84%,110.271553,17,3,10,10,5.33%,0.94%,3.13%,1.75%
02/06/2024,1,Owned,Blog,399,380,575,57.14%,103.194669,5,2,46,11,1.25%,0.50%,2.76%,8.00%
02/06/2024,2,Owned,Email,222,219,307,30.78%,281.209627,19,7,28,2,8.56%,3.15%,0.90%,9.12%
02/06/2024,3,Earned,Social Media,336,328,420,50.27%,102.160462,9,1,12,19,2.68%,0.30%,5.65%,2.86%
02/06/2024,4,Earned,Referrals,392,367,760,59.61%,132.447722,8,9,47,10,2.04%,2.30%,2.55%,6.18%
02/06/2024,5,Paid,Google Ads,373,334,663,56.10%,67.3630616,13,4,48,15,3.49%,1.07%,4.02%,7.24%
02/06/2024,6,Paid,LinkedIn Ads,137,107,169,53.32%,262.236361,15,3,25,9,10.95%,2.19%,6.57%,14.79%
03/06/2024,1,Owned,Blog,334,277,488,36.91%,209.899673,19,5,15,16,5.69%,1.50%,4.79%,3.07%
03/06/2024,2,Owned,Email,443,363,700,43.21%,183.760908,2,7,1,1,0.45%,1.58%,0.23%,0.14%
03/06/2024,3,Earned,Social Media,123,111,206,50.66%,81.080892,1,5,36,9,0.81%,4.07%,7.32%,17.48%
03/06/2024,4,Earned,Referrals,96,89,154,63.24%,109.634942,19,1,2,10,19.79%,1.04%,10.42%,1.30%
03/06/2024,5,Paid,Google Ads,225,198,345,66.63%,146.708308,19,3,8,15,8.44%,1.33%,6.67%,2.32%
03/06/2024,6,Paid,LinkedIn Ads,71,68,117,47.59%,241.669262,2,7,34,13,2.82%,9.86%,18.31%,29.06%
04/06/2024,1,Owned,Blog,251,220,486,31.67%,78.9652301,5,9,4,6,1.99%,3.59%,2.39%,0.82%
04/06/2024,2,Owned,Email,369,288,530,50.69%,298.687447,11,6,31,19,2.98%,1.63%,5.15%,5.85%
04/06/2024,3,Earned,Social Media,107,84,131,32.89%,101.072305,5,2,35,3,4.67%,1.87%,2.80%,26.72%
04/06/2024,4,Earned,Referrals,456,363,906,56.66%,64.1853023,10,3,23,7,2.19%,0.66%,1.54%,2.54%
04/06/2024,5,Paid,Google Ads,219,181,266,48.30%,273.794938,8,2,9,10,3.65%,0.91%,4.57%,3.38%
04/06/2024,6,Paid,LinkedIn Ads,294,274,537,45.72%,147.493534,14,3,28,3,4.76%,1.02%,1.02%,5.21%
05/06/2024,1,Owned,Blog,248,197,320,54.41%,247.825786,14,2,11,9,5.65%,0.81%,3.63%,3.44%
05/06/2024,2,Owned,Email,333,281,570,52.78%,273.478634,7,6,44,7,2.10%,1.80%,2.10%,7.72%
05/06/2024,3,Earned,Social Media,312,285,587,43.34%,92.6204446,9,3,19,4,2.88%,0.96%,1.28%,3.24%
05/06/2024,4,Earned,Referrals,474,447,933,67.99%,137.030828,10,3,17,11,2.11%,0.63%,2.32%,1.82%
05/06/2024,5,Paid,Google Ads,221,190,322,37.89%,180.336534,15,1,41,10,6.79%,0.45%,4.52%,12.73%
05/06/2024,6,Paid,LinkedIn Ads,328,259,592,47.42%,207.126702,2,2,25,9,0.61%,0.61%,2.74%,4.22%
06/06/2024,1,Owned,Blog,86,81,138,42.93%,86.011015,8,2,34,14,9.30%,2.33%,16.28%,24.64%
06/06/2024,2,Owned,Email,421,398,518,38.84%,214.453668,3,6,5,19,0.71%,1.43%,4.51%,0.97%
06/06/2024,3,Earned,Social Media,267,246,371,38.07%,254.303553,13,6,9,6,4.87%,2.25%,2.25%,2.43%
06/06/2024,4,Earned,Referrals,119,83,150,49.05%,268.858859,14,9,43,19,11.76%,7.56%,15.97%,28.67%
06/06/2024,5,Paid,Google Ads,123,120,169,33.13%,167.132284,4,7,15,18,3.25%,5.69%,14.63%,8.88%
06/06/2024,6,Paid,LinkedIn Ads,123,98,163,36.92%,73.8238815,3,2,4,5,2.44%,1.63%,4.07%,2.45%
07/06/2024,1,Owned,Blog,143,130,190,59.44%,193.884464,4,1,17,6,2.80%,0.70%,4.20%,8.95%
07/06/2024,2,Owned,Email,246,218,377,39.52%,83.4241262,14,7,24,19,5.69%,2.85%,7.72%,6.37%
07/06/2024,3,Earned,Social Media,330,272,549,47.16%,64.1336359,1,1,41,2,0.30%,0.30%,0.61%,7.47%
07/06/2024,4,Earned,Referrals,411,375,605,31.59%,209.355484,14,2,45,10,3.41%,0.49%,2.43%,7.44%
07/06/2024,5,Paid,Google Ads,479,380,903,55.72%,165.624557,12,3,39,12,2.51%,0.63%,2.51%,4.32%
07/06/2024,6,Paid,LinkedIn Ads,224,203,331,54.49%,169.290413,14,9,8,13,6.25%,4.02%,5.80%,2.42%
08/06/2024,1,Owned,Blog,117,99,195,54.37%,127.109143,17,2,29,7,14.53%,1.71%,5.98%,14.87%
08/06/2024,2,Owned,Email,218,180,382,32.51%,107.91143,12,9,19,3,5.50%,4.13%,1.38%,4.97%
08/06/2024,3,Earned,Social Media,55,45,73,68.86%,151.755029,7,7,18,3,12.73%,12.73%,5.45%,24.66%
08/06/2024,4,Earned,Referrals,474,415,905,36.65%,98.2278946,7,5,11,2,1.48%,1.05%,0.42%,1.22%
08/06/2024,5,Paid,Google Ads,89,72,160,32.51%,100.689084,5,1,31,6,5.62%,1.12%,6.74%,19.38%
08/06/2024,6,Paid,LinkedIn Ads,270,248,511,53.32%,235.077685,8,1,44,7,2.96%,0.37%,2.59%,8.61%
09/06/2024,1,Owned,Blog,221,186,370,48.33%,282.123593,1,5,19,14,0.45%,2.26%,6.33%,5.14%
09/06/2024,2,Owned,Email,188,187,296,32.44%,297.941595,12,6,48,19,6.38%,3.19%,10.11%,16.22%
09/06/2024,3,Earned,Social Media,321,265,432,58.76%,61.8880566,17,4,40,1,5.30%,1.25%,0.31%,9.26%
09/06/2024,4,Earned,Referrals,359,354,449,52.46%,277.103803,3,8,38,13,0.84%,2.23%,3.62%,8.46%
09/06/2024,5,Paid,Google Ads,158,128,255,35.61%,234.66713,4,6,43,6,2.53%,3.80%,3.80%,16.86%
09/06/2024,6,Paid,LinkedIn Ads,359,273,676,38.18%,191.598427,18,2,31,15,5.01%,0.56%,4.18%,4.59%
10/06/2024,1,Owned,Blog,292,245,405,36.63%,112.344501,17,5,42,15,5.82%,1.71%,5.14%,10.37%
10/06/2024,2,Owned,Email,419,386,529,39.93%,78.7501621,18,9,20,9,4.30%,2.15%,2.15%,3.78%
10/06/2024,3,Earned,Social Media,191,189,256,65.63%,205.69167,2,7,27,12,1.05%,3.66%,6.28%,10.55%
10/06/2024,4,Earned,Referrals,300,217,399,54.51%,254.479478,8,2,16,7,2.67%,0.67%,2.33%,4.01%
10/06/2024,5,Paid,Google Ads,403,309,749,46.64%,175.775955,14,1,8,16,3.47%,0.25%,3.97%,1.07%
10/06/2024,6,Paid,LinkedIn Ads,116,103,189,50.74%,131.924405,2,9,29,5,1.72%,7.76%,4.31%,15.34%
11/06/2024,1,Owned,Blog,179,143,301,38.81%,238.12915,6,3,35,6,3.35%,1.68%,3.35%,11.63%
11/06/2024,2,Owned,Email,375,287,458,65.96%,281.470228,9,2,44,3,2.40%,0.53%,0.80%,9.61%
11/06/2024,3,Earned,Social Media,245,194,454,57.07%,249.021804,14,7,6,6,5.71%,2.86%,2.45%,1.32%
11/06/2024,4,Earned,Referrals,365,355,617,55.09%,239.616733,15,3,22,2,4.11%,0.82%,0.55%,3.57%
11/06/2024,5,Paid,Google Ads,197,171,303,31.00%,82.9891865,13,7,35,8,6.60%,3.55%,4.06%,11.55%
11/06/2024,6,Paid,LinkedIn Ads,253,208,328,59.89%,246.579254,19,8,41,18,7.51%,3.16%,7.11%,12.50%
12/06/2024,1,Owned,Blog,127,93,235,47.68%,252.688653,2,4,15,19,1.57%,3.15%,14.96%,6.38%
12/06/2024,2,Owned,Email,327,267,610,50.39%,280.311488,8,8,6,7,2.45%,2.45%,2.14%,0.98%
12/06/2024,3,Earned,Social Media,339,251,674,44.09%,106.033009,14,5,29,7,4.13%,1.47%,2.06%,4.30%
12/06/2024,4,Earned,Referrals,357,345,466,38.35%,161.524503,18,4,34,2,5.04%,1.12%,0.56%,7.30%
12/06/2024,5,Paid,Google Ads,484,422,870,66.93%,165.029015,14,2,11,17,2.89%,0.41%,3.51%,1.26%
12/06/2024,6,Paid,LinkedIn Ads,120,105,180,33.57%,179.660611,6,9,38,17,5.00%,7.50%,14.17%,21.11%
13/06/2024,1,Owned,Blog,290,269,383,36.85%,231.841044,12,8,30,15,4.14%,2.76%,5.17%,7.83%
13/06/2024,2,Owned,Email,63,60,125,56.70%,283.974707,13,9,10,9,20.63%,14.29%,14.29%,8.00%
13/06/2024,3,Earned,Social Media,439,353,619,65.30%,146.148059,8,4,40,4,1.82%,0.91%,0.91%,6.46%
13/06/2024,4,Earned,Referrals,130,97,187,52.79%,135.854763,18,3,21,16,13.85%,2.31%,12.31%,11.23%
13/06/2024,5,Paid,Google Ads,315,293,521,67.76%,154.181754,14,8,15,6,4.44%,2.54%,1.90%,2.88%
13/06/2024,6,Paid,LinkedIn Ads,69,50,95,32.41%,106.391716,1,7,6,12,1.45%,10.14%,17.39%,6.32%
14/06/2024,1,Owned,Blog,489,402,743,32.72%,270.03441,15,9,3,9,3.07%,1.84%,1.84%,0.40%
14/06/2024,2,Owned,Email,488,460,759,30.22%,112.507723,17,9,10,13,3.48%,1.84%,2.66%,1.32%
14/06/2024,3,Earned,Social Media,487,373,887,45.96%,181.287003,2,6,28,14,0.41%,1.23%,2.87%,3.16%
14/06/2024,4,Earned,Referrals,366,339,507,37.01%,294.310629,16,1,43,5,4.37%,0.27%,1.37%,8.48%
14/06/2024,5,Paid,Google Ads,270,247,422,67.71%,168.137879,19,7,34,10,7.04%,2.59%,3.70%,8.06%
14/06/2024,6,Paid,LinkedIn Ads,312,251,509,34.91%,75.2978682,19,3,18,1,6.09%,0.96%,0.32%,3.54%
15/06/2024,1,Owned,Blog,495,358,669,54.44%,207.202649,4,1,10,4,0.81%,0.20%,0.81%,1.49%
15/06/2024,2,Owned,Email,338,271,577,46.06%,239.875044,2,5,25,7,0.59%,1.48%,2.07%,4.33%
15/06/2024,3,Earned,Social Media,57,50,97,50.48%,98.3630539,7,1,29,15,12.28%,1.75%,26.32%,29.90%
15/06/2024,4,Earned,Referrals,119,113,207,33.31%,195.690981,12,8,29,11,10.08%,6.72%,9.24%,14.01%
15/06/2024,5,Paid,Google Ads,183,152,257,41.76%,105.220574,11,3,5,4,6.01%,1.64%,2.19%,1.95%
15/06/2024,6,Paid,LinkedIn Ads,286,207,518,49.59%,212.984025,8,4,37,17,2.80%,1.40%,5.94%,7.14%
16/06/2024,1,Owned,Blog,428,418,702,66.79%,253.520419,11,8,39,11,2.57%,1.87%,2.57%,5.56%
16/06/2024,2,Owned,Email,324,279,467,62.74%,98.6705968,13,9,23,12,4.01%,2.78%,3.70%,4.93%
16/06/2024,3,Earned,Social Media,280,210,465,51.67%,159.924149,14,8,43,1,5.00%,2.86%,0.36%,9.25%
16/06/2024,4,Earned,Referrals,128,111,216,69.52%,272.487412,19,6,3,5,14.84%,4.69%,3.91%,1.39%
16/06/2024,5,Paid,Google Ads,413,375,695,54.25%,215.977831,16,1,20,3,3.87%,0.24%,0.73%,2.88%
16/06/2024,6,Paid,LinkedIn Ads,382,313,478,44.44%,90.6837144,18,8,19,19,4.71%,2.09%,4.97%,3.97%
17/06/2024,1,Owned,Blog,78,54,120,35.22%,167.070628,12,9,41,19,15.38%,11.54%,24.36%,34.17%
17/06/2024,2,Owned,Email,431,398,750,49.35%,182.653552,15,7,11,13,3.48%,1.62%,3.02%,1.47%
17/06/2024,3,Earned,Social Media,257,215,512,44.30%,153.385007,1,5,17,14,0.39%,1.95%,5.45%,3.32%
17/06/2024,4,Earned,Referrals,413,354,626,59.42%,210.734924,12,4,36,14,2.91%,0.97%,3.39%,5.75%
17/06/2024,5,Paid,Google Ads,64,63,112,33.72%,86.6010366,1,1,34,9,1.56%,1.56%,14.06%,30.36%
17/06/2024,6,Paid,LinkedIn Ads,487,424,659,57.76%,262.16731,4,9,11,5,0.82%,1.85%,1.03%,1.67%
18/06/2024,1,Owned,Blog,249,240,361,62.90%,61.1738915,11,6,4,18,4.42%,2.41%,7.23%,1.11%
18/06/2024,2,Owned,Email,400,395,496,43.96%,219.321672,15,7,15,7,3.75%,1.75%,1.75%,3.02%
18/06/2024,3,Earned,Social Media,482,392,894,59.56%,200.636778,7,3,42,16,1.45%,0.62%,3.32%,4.70%
18/06/2024,4,Earned,Referrals,61,51,79,53.35%,203.511782,14,4,16,16,22.95%,6.56%,26.23%,20.25%
18/06/2024,5,Paid,Google Ads,197,169,330,45.37%,108.595899,6,9,17,13,3.05%,4.57%,6.60%,5.15%
18/06/2024,6,Paid,LinkedIn Ads,232,166,392,61.88%,299.19097,10,5,5,1,4.31%,2.16%,0.43%,1.28%
19/06/2024,1,Owned,Blog,313,225,503,65.03%,169.059842,5,5,35,18,1.60%,1.60%,5.75%,6.96%
19/06/2024,2,Owned,Email,437,331,807,41.23%,193.371656,14,5,34,14,3.20%,1.14%,3.20%,4.21%
19/06/2024,3,Earned,Social Media,397,320,587,32.84%,97.7834656,3,9,11,5,0.76%,2.27%,1.26%,1.87%
19/06/2024,4,Earned,Referrals,234,212,453,67.65%,252.438765,4,5,16,10,1.71%,2.14%,4.27%,3.53%
19/06/2024,5,Paid,Google Ads,247,200,363,34.82%,265.094951,9,5,8,12,3.64%,2.02%,4.86%,2.20%
19/06/2024,6,Paid,LinkedIn Ads,118,100,214,46.52%,203.247573,14,9,1,10,11.86%,7.63%,8.47%,0.47%
20/06/2024,1,Owned,Blog,381,361,550,30.91%,186.786995,18,1,3,3,4.72%,0.26%,0.79%,0.55%
20/06/2024,2,Owned,Email,357,328,711,51.01%,72.3523052,5,5,23,7,1.40%,1.40%,1.96%,3.23%
20/06/2024,3,Earned,Social Media,231,175,415,65.85%,294.97632,6,4,4,6,2.60%,1.73%,2.60%,0.96%
20/06/2024,4,Earned,Referrals,276,215,448,59.61%,114.733541,16,3,8,11,5.80%,1.09%,3.99%,1.79%
20/06/2024,5,Paid,Google Ads,185,180,364,61.54%,162.746101,19,7,13,3,10.27%,3.78%,1.62%,3.57%
20/06/2024,6,Paid,LinkedIn Ads,104,90,205,42.78%,154.808692,19,8,48,10,18.27%,7.69%,9.62%,23.41%
21/06/2024,1,Owned,Blog,354,265,446,66.99%,106.643113,4,1,10,5,1.13%,0.28%,1.41%,2.24%
21/06/2024,2,Owned,Email,438,373,640,37.24%,205.636085,2,1,13,13,0.46%,0.23%,2.97%,2.03%
21/06/2024,3,Earned,Social Media,309,236,491,59.22%,248.200041,19,7,27,8,6.15%,2.27%,2.59%,5.50%
21/06/2024,4,Earned,Referrals,271,242,518,51.38%,184.099831,5,8,16,9,1.85%,2.95%,3.32%,3.09%
21/06/2024,5,Paid,Google Ads,165,134,205,58.14%,83.1246535,6,4,34,7,3.64%,2.42%,4.24%,16.59%
21/06/2024,6,Paid,LinkedIn Ads,135,121,256,58.07%,162.466601,3,8,28,8,2.22%,5.93%,5.93%,10.94%
22/06/2024,1,Owned,Blog,194,136,331,56.19%,283.339314,2,6,22,8,1.03%,3.09%,4.12%,6.65%
22/06/2024,2,Owned,Email,284,263,385,63.74%,197.789102,7,3,22,4,2.46%,1.06%,1.41%,5.71%
22/06/2024,3,Earned,Social Media,485,358,928,49.59%,157.890607,1,1,8,19,0.21%,0.21%,3.92%,0.86%
22/06/2024,4,Earned,Referrals,427,396,772,60.14%,94.6052685,13,1,32,7,3.04%,0.23%,1.64%,4.15%
22/06/2024,5,Paid,Google Ads,372,321,579,51.96%,207.341866,1,9,11,6,0.27%,2.42%,1.61%,1.90%
22/06/2024,6,Paid,LinkedIn Ads,444,335,795,46.09%,153.700317,6,9,19,19,1.35%,2.03%,4.28%,2.39%
23/06/2024,1,Owned,Blog,78,71,135,47.20%,127.949679,15,9,6,5,19.23%,11.54%,6.41%,4.44%
23/06/2024,2,Owned,Email,93,72,143,56.15%,208.159133,10,1,21,1,10.75%,1.08%,1.08%,14.69%
23/06/2024,3,Earned,Social Media,255,193,479,67.96%,249.746562,17,6,21,7,6.67%,2.35%,2.75%,4.38%
23/06/2024,4,Earned,Referrals,67,53,119,40.01%,165.802471,18,2,16,17,26.87%,2.99%,25.37%,13.45%
23/06/2024,5,Paid,Google Ads,447,363,542,59.04%,91.033683,7,4,44,1,1.57%,0.89%,0.22%,8.12%
23/06/2024,6,Paid,LinkedIn Ads,273,205,423,62.76%,293.275133,16,1,35,8,5.86%,0.37%,2.93%,8.27%
24/06/2024,1,Owned,Blog,332,275,509,69.46%,62.8021783,11,5,20,10,3.31%,1.51%,3.01%,3.93%
24/06/2024,2,Owned,Email,174,135,221,55.42%,256.665508,5,2,1,4,2.87%,1.15%,2.30%,0.45%
24/06/2024,3,Earned,Social Media,106,101,203,37.91%,155.455486,18,5,1,4,16.98%,4.72%,3.77%,0.49%
24/06/2024,4,Earned,Referrals,489,419,896,39.10%,183.922074,10,2,31,8,2.04%,0.41%,1.64%,3.46%
24/06/2024,5,Paid,Google Ads,461,372,879,31.64%,120.680438,12,6,17,11,2.60%,1.30%,2.39%,1.93%
24/06/2024,6,Paid,LinkedIn Ads,114,82,204,31.18%,246.640521,3,6,42,10,2.63%,5.26%,8.77%,20.59%
25/06/2024,1,Owned,Blog,418,308,625,42.93%,78.264409,8,7,8,16,1.91%,1.67%,3.83%,1.28%
25/06/2024,2,Owned,Email,276,217,468,37.80%,272.003765,13,7,3,15,4.71%,2.54%,5.43%,0.64%
25/06/2024,3,Earned,Social Media,374,301,740,40.39%,233.760665,1,2,18,11,0.27%,0.53%,2.94%,2.43%
25/06/2024,4,Earned,Referrals,315,257,524,67.42%,220.13727,3,9,17,14,0.95%,2.86%,4.44%,3.24%
25/06/2024,5,Paid,Google Ads,199,156,360,63.69%,187.044613,6,3,24,7,3.02%,1.51%,3.52%,6.67%
25/06/2024,6,Paid,LinkedIn Ads,70,65,123,50.19%,73.0530375,13,7,16,8,18.57%,10.00%,11.43%,13.01%
26/06/2024,1,Owned,Blog,473,340,635,44.90%,66.1644951,2,3,30,15,0.42%,0.63%,3.17%,4.72%
26/06/2024,2,Owned,Email,303,240,528,53.74%,124.014588,18,5,19,18,5.94%,1.65%,5.94%,3.60%
26/06/2024,3,Earned,Social Media,276,208,463,47.62%,268.911457,11,9,41,3,3.99%,3.26%,1.09%,8.86%
26/06/2024,4,Earned,Referrals,416,393,588,66.58%,156.488721,5,4,46,9,1.20%,0.96%,2.16%,7.82%
26/06/2024,5,Paid,Google Ads,469,411,565,40.73%,265.941628,4,4,22,4,0.85%,0.85%,0.85%,3.89%
26/06/2024,6,Paid,LinkedIn Ads,150,123,223,38.06%,101.949305,14,2,14,2,9.33%,1.33%,1.33%,6.28%
27/06/2024,1,Owned,Blog,168,124,309,49.13%,104.195861,16,6,28,7,9.52%,3.57%,4.17%,9.06%
27/06/2024,2,Owned,Email,251,209,450,52.01%,88.6382733,14,5,29,4,5.58%,1.99%,1.59%,6.44%
27/06/2024,3,Earned,Social Media,93,89,182,48.04%,218.995562,18,7,26,7,19.35%,7.53%,7.53%,14.29%
27/06/2024,4,Earned,Referrals,131,92,254,34.29%,74.5023114,14,5,38,1,10.69%,3.82%,0.76%,14.96%
27/06/2024,5,Paid,Google Ads,55,47,77,57.80%,230.38286,5,6,48,1,9.09%,10.91%,1.82%,62.34%
27/06/2024,6,Paid,LinkedIn Ads,77,67,106,65.77%,195.43441,2,9,40,9,2.60%,11.69%,11.69%,37.74%
28/06/2024,1,Owned,Blog,71,64,101,56.31%,184.205028,17,9,2,11,23.94%,12.68%,15.49%,1.98%
28/06/2024,2,Owned,Email,379,297,650,39.35%,243.578083,13,1,30,3,3.43%,0.26%,0.79%,4.62%
28/06/2024,3,Earned,Social Media,119,103,160,36.02%,173.377591,5,8,41,2,4.20%,6.72%,1.68%,25.63%
28/06/2024,4,Earned,Referrals,255,230,475,57.71%,254.002447,8,7,41,18,3.14%,2.75%,7.06%,8.63%
28/06/2024,5,Paid,Google Ads,471,352,698,43.99%,265.834375,11,9,47,14,2.34%,1.91%,2.97%,6.73%
28/06/2024,6,Paid,LinkedIn Ads,53,46,100,61.91%,258.134376,14,8,15,18,26.42%,15.09%,33.96%,15.00%
29/06/2024,1,Owned,Blog,138,120,190,30.11%,78.2767964,18,2,11,3,13.04%,1.45%,2.17%,5.79%
29/06/2024,2,Owned,Email,496,436,987,68.67%,271.838722,1,5,47,1,0.20%,1.01%,0.20%,4.76%
29/06/2024,3,Earned,Social Media,130,111,250,30.23%,265.332349,10,2,38,6,7.69%,1.54%,4.62%,15.20%
29/06/2024,4,Earned,Referrals,102,90,152,66.86%,64.724342,14,9,27,5,13.73%,8.82%,4.90%,17.76%
29/06/2024,5,Paid,Google Ads,115,95,165,56.82%,240.750895,16,9,40,1,13.91%,7.83%,0.87%,24.24%
29/06/2024,6,Paid,LinkedIn Ads,190,179,325,42.85%,146.448962,12,3,28,1,6.32%,1.58%,0.53%,8.62%
30/06/2024,1,Owned,Blog,203,149,392,57.59%,86.859208,14,1,29,6,6.90%,0.49%,2.96%,7.40%
30/06/2024,2,Owned,Email,62,44,109,46.97%,164.324395,6,8,41,7,9.68%,12.90%,11.29%,37.61%
30/06/2024,3,Earned,Social Media,236,187,300,52.82%,75.7984538,10,7,19,16,4.24%,2.97%,6.78%,6.33%
30/06/2024,4,Earned,Referrals,355,278,518,49.76%,235.488112,14,3,14,2,3.94%,0.85%,0.56%,2.70%
30/06/2024,5,Paid,Google Ads,432,422,523,33.10%,190.818785,17,5,43,5,3.94%,1.16%,1.16%,8.22%
30/06/2024,6,Paid,LinkedIn Ads,376,347,623,49.38%,137.709844,4,4,34,10,1.06%,1.06%,2.66%,5.46%
